time,train_loss,test_loss
0,8.378998756408691,0.7273805737495422
100,8.132991790771484,0.7125769257545471
200,8.012022018432617,0.7062079310417175
300,7.933487892150879,0.7050004601478577
400,7.86148738861084,0.7055332660675049
500,7.7993645668029785,0.7055023312568665
600,7.742424011230469,0.7055287957191467
700,7.687391757965088,0.7067943215370178
800,7.636092185974121,0.7075121998786926
900,7.5861711502075195,0.7081214785575867
1000,7.539677619934082,0.7090924382209778
1100,7.493569374084473,0.7097989916801453
1200,7.448718070983887,0.7107205986976624
1300,7.405185222625732,0.7110046744346619
1400,7.362307071685791,0.7118518352508545
1500,7.319412708282471,0.7132008671760559
1600,7.2781219482421875,0.7136107683181763
1700,7.235169887542725,0.7149430513381958
1800,7.1926774978637695,0.7156062722206116
1900,7.149185657501221,0.7172317504882812
2000,7.105125427246094,0.7188197374343872
2100,7.06086540222168,0.7207857966423035
2200,7.01807975769043,0.7216559648513794
2300,6.973432540893555,0.7219977974891663
2400,6.928785800933838,0.7240867018699646
2500,6.8856024742126465,0.7257248163223267
2600,6.842848300933838,0.7265871167182922
2700,6.799252510070801,0.7290420532226562
2800,6.75683069229126,0.7297103404998779
2900,6.714418411254883,0.7317260503768921
3000,6.6733245849609375,0.7322811484336853
3100,6.629894733428955,0.7336961627006531
3200,6.585859775543213,0.7349904775619507
3300,6.5431365966796875,0.737293541431427
3400,6.4991583824157715,0.7404568791389465
3500,6.456657409667969,0.743541955947876
3600,6.411515235900879,0.7463697195053101
3700,6.36649227142334,0.7471610307693481
3800,6.3221755027771,0.7492507100105286
3900,6.2782063484191895,0.7510514259338379
4000,6.234841346740723,0.7530450820922852
4100,6.191977500915527,0.757388174533844
4200,6.1466498374938965,0.760808527469635
4300,6.102628231048584,0.761766791343689
4400,6.059453010559082,0.765433669090271
4500,6.015231609344482,0.7671526670455933
4600,5.973474025726318,0.7717397212982178
4700,5.927084445953369,0.7739327549934387
4800,5.881358623504639,0.774074375629425
4900,5.836048126220703,0.7778695225715637
5000,5.7921953201293945,0.7800390124320984
5100,5.746903419494629,0.783491313457489
5200,5.701216697692871,0.7877827882766724
5300,5.657404899597168,0.7909837365150452
5400,5.61244535446167,0.7958099842071533
5500,5.567560195922852,0.7997949123382568
5600,5.522336959838867,0.8038795590400696
5700,5.478580474853516,0.805785596370697
5800,5.432550430297852,0.8079384565353394
5900,5.387564182281494,0.8120583891868591
6000,5.343507289886475,0.8178340792655945
6100,5.297736167907715,0.8195687532424927
6200,5.253750324249268,0.8213202357292175
6300,5.210468292236328,0.8256433010101318
6400,5.164367198944092,0.8345243334770203
6500,5.11909818649292,0.83919757604599
6600,5.0773234367370605,0.8444956541061401
6700,5.031195163726807,0.8487541079521179
6800,4.985660076141357,0.8497028946876526
6900,4.942254066467285,0.8525243997573853
7000,4.900574684143066,0.8560179471969604
7100,4.853937149047852,0.8640672564506531
7200,4.8116326332092285,0.869337260723114
7300,4.7675886154174805,0.8773554563522339
7400,4.723288536071777,0.8815901875495911
7500,4.681003570556641,0.8872510194778442
7600,4.637285232543945,0.8942958116531372
7700,4.594012260437012,0.894599199295044
7800,4.550222873687744,0.9017503261566162
7900,4.507669925689697,0.9107084274291992
8000,4.4653449058532715,0.9109616279602051
8100,4.424234390258789,0.9139745235443115
8200,4.382236957550049,0.9237027764320374
8300,4.339892864227295,0.9325339794158936
8400,4.29844331741333,0.935758650302887
8500,4.256503582000732,0.9394704699516296
8600,4.215064525604248,0.9461706876754761
8700,4.172966003417969,0.947185754776001
8800,4.131481647491455,0.9557749032974243
8900,4.09329891204834,0.9638060927391052
9000,4.053092002868652,0.9709240794181824
9100,4.009788990020752,0.9774570465087891
9200,3.96917986869812,0.9804738163948059
9300,3.929670810699463,0.9822725057601929
9400,3.889493465423584,0.9929991364479065
9500,3.8494913578033447,1.0009286403656006
9600,3.813384771347046,1.003901481628418
9700,3.7716445922851562,1.008278250694275
9800,3.733085870742798,1.0184283256530762
9900,3.6950788497924805,1.0234612226486206
10000,3.6562340259552,1.0302257537841797
10100,3.616966724395752,1.0378814935684204
10200,3.5802557468414307,1.0429284572601318
10300,3.543078660964966,1.05000901222229
10400,3.503880500793457,1.0623079538345337
10500,3.4656825065612793,1.0698633193969727
10600,3.4289894104003906,1.0759590864181519
10700,3.391334295272827,1.078405737876892
10800,3.355086326599121,1.0833091735839844
10900,3.3194739818573,1.09111750125885
11000,3.2816965579986572,1.0974916219711304
11100,3.246678113937378,1.1044024229049683
11200,3.210585594177246,1.1172921657562256
11300,3.1740264892578125,1.1192560195922852
11400,3.1388022899627686,1.1261929273605347
11500,3.103039026260376,1.135669231414795
11600,3.0689003467559814,1.1409716606140137
11700,3.034132957458496,1.1474649906158447
11800,3.0007128715515137,1.1588935852050781
11900,2.966351270675659,1.1593321561813354
12000,2.9330525398254395,1.1645276546478271
12100,2.898496389389038,1.1670747995376587
12200,2.8633079528808594,1.1783506870269775
12300,2.829076051712036,1.183315634727478
12400,2.794419050216675,1.1926636695861816
12500,2.762110948562622,1.204896330833435
12600,2.7303450107574463,1.2123910188674927
12700,2.6961307525634766,1.2195724248886108
12800,2.6639552116394043,1.2313464879989624
12900,2.6310129165649414,1.2370187044143677
13000,2.598978281021118,1.243581771850586
13100,2.5692193508148193,1.2467596530914307
13200,2.537506341934204,1.2500114440917969
13300,2.5085341930389404,1.2670735120773315
13400,2.4758596420288086,1.2692073583602905
13500,2.4450225830078125,1.2830029726028442
13600,2.4143524169921875,1.2826236486434937
13700,2.38515305519104,1.293998122215271
13800,2.3559043407440186,1.2980153560638428
13900,2.3247714042663574,1.3076505661010742
14000,2.2962043285369873,1.3243913650512695
14100,2.267240285873413,1.325976848602295
14200,2.2391555309295654,1.3378220796585083
14300,2.2086637020111084,1.3443658351898193
14400,2.180189609527588,1.3505043983459473
14500,2.1537177562713623,1.3589566946029663
14600,2.125896453857422,1.361203908920288
14700,2.099034547805786,1.3702647686004639
14800,2.06961989402771,1.3828805685043335
14900,2.041842460632324,1.3923779726028442
15000,2.014632225036621,1.3901861906051636
15100,1.9872124195098877,1.3999955654144287
15200,1.9608280658721924,1.4087177515029907
15300,1.9347882270812988,1.4135676622390747
15400,1.9090900421142578,1.4221423864364624
15500,1.8818360567092896,1.4305686950683594
15600,1.85653555393219,1.4439994096755981
15700,1.8305110931396484,1.4496983289718628
15800,1.8040008544921875,1.4519799947738647
15900,1.776538610458374,1.4677563905715942
16000,1.7538450956344604,1.4691179990768433
16100,1.729488492012024,1.4765299558639526
16200,1.7042838335037231,1.4911001920700073
16300,1.6793524026870728,1.5008583068847656
16400,1.65351402759552,1.5002079010009766
16500,1.6298840045928955,1.50690495967865
16600,1.6069244146347046,1.513784408569336
16700,1.5811561346054077,1.5226719379425049
16800,1.5580775737762451,1.5298818349838257
16900,1.53398597240448,1.5362107753753662
17000,1.5113493204116821,1.5471464395523071
17100,1.48716139793396,1.5502070188522339
17200,1.4647645950317383,1.5593376159667969
17300,1.444417953491211,1.5582441091537476
17400,1.4219132661819458,1.5698620080947876
17500,1.3986830711364746,1.582571029663086
17600,1.376933217048645,1.582053303718567
17700,1.3553287982940674,1.5949944257736206
17800,1.3332232236862183,1.6039015054702759
17900,1.3105998039245605,1.6117770671844482
18000,1.2898143529891968,1.6220027208328247
18100,1.2692941427230835,1.6320363283157349
18200,1.248272180557251,1.6304662227630615
18300,1.226658821105957,1.6429767608642578
18400,1.2075953483581543,1.6469181776046753
18500,1.1859170198440552,1.6532412767410278
18600,1.1675596237182617,1.6637115478515625
