time,train_acc,test_acc
0,0.4567723274230957,0.4699999988079071
100,0.4827089309692383,0.5
200,0.5072045922279358,0.47999998927116394
300,0.5345821380615234,0.49000000953674316
400,0.5518732070922852,0.5
500,0.5706051588058472,0.5400000214576721
600,0.5821325778961182,0.5199999809265137
700,0.6037464141845703,0.5299999713897705
800,0.6152737736701965,0.550000011920929
900,0.6109510064125061,0.550000011920929
1000,0.6253602504730225,0.5699999928474426
1100,0.639769434928894,0.5799999833106995
1200,0.6426513195037842,0.5799999833106995
1300,0.6570605039596558,0.6100000143051147
1400,0.6657060384750366,0.6000000238418579
1500,0.6714697480201721,0.5899999737739563
1600,0.681556224822998,0.5899999737739563
1700,0.6945244669914246,0.6000000238418579
1800,0.698847234249115,0.5899999737739563
1900,0.7046109437942505,0.6000000238418579
2000,0.7175792455673218,0.6000000238418579
2100,0.7204610705375671,0.6100000143051147
2200,0.7233429551124573,0.6100000143051147
2300,0.7363112568855286,0.6100000143051147
2400,0.7391930818557739,0.6200000047683716
2500,0.740634024143219,0.6200000047683716
2600,0.7564841508865356,0.6000000238418579
2700,0.7564841508865356,0.6000000238418579
2800,0.759365975856781,0.6100000143051147
2900,0.7622478604316711,0.6100000143051147
3000,0.7680115103721619,0.6100000143051147
3100,0.7694524526596069,0.6000000238418579
3200,0.7723342776298523,0.5899999737739563
3300,0.7680115103721619,0.6000000238418579
3400,0.7737752199172974,0.5899999737739563
3500,0.7795389294624329,0.6000000238418579
3600,0.7838616967201233,0.6100000143051147
3700,0.7809798121452332,0.6000000238418579
3800,0.7867435216903687,0.5899999737739563
3900,0.7867435216903687,0.6000000238418579
4000,0.7853025794029236,0.6000000238418579
4100,0.7881844639778137,0.5899999737739563
4200,0.7997118234634399,0.5799999833106995
4300,0.8069164156913757,0.5799999833106995
4400,0.8083573579788208,0.5799999833106995
4500,0.8040345907211304,0.5799999833106995
4600,0.8069164156913757,0.5799999833106995
4700,0.8141210079193115,0.5799999833106995
4800,0.8155619502067566,0.5799999833106995
4900,0.8126801252365112,0.5699999928474426
5000,0.8256484270095825,0.5799999833106995
5100,0.8242074847221375,0.5600000023841858
5200,0.8314120769500732,0.5699999928474426
5300,0.8314120769500732,0.5600000023841858
5400,0.8342939615249634,0.5699999928474426
5500,0.8342939615249634,0.5699999928474426
5600,0.8371757864952087,0.5600000023841858
5700,0.8400576114654541,0.5600000023841858
5800,0.8429394960403442,0.5600000023841858
5900,0.8458213210105896,0.5600000023841858
6000,0.848703145980835,0.5600000023841858
6100,0.85014408826828,0.5600000023841858
6200,0.8515850305557251,0.550000011920929
6300,0.8530259132385254,0.550000011920929
6400,0.8559077978134155,0.5600000023841858
6500,0.8587896227836609,0.5600000023841858
6600,0.860230565071106,0.550000011920929
6700,0.8645533323287964,0.550000011920929
6800,0.8674351572990417,0.550000011920929
6900,0.8645533323287964,0.550000011920929
7000,0.8674351572990417,0.550000011920929
7100,0.8703169822692871,0.550000011920929
7200,0.8731988668441772,0.550000011920929
7300,0.8731988668441772,0.550000011920929
7400,0.8760806918144226,0.550000011920929
7500,0.8746397495269775,0.550000011920929
7600,0.8731988668441772,0.5400000214576721
7700,0.8775216341018677,0.5400000214576721
7800,0.8775216341018677,0.550000011920929
7900,0.8847262263298035,0.550000011920929
8000,0.8890489935874939,0.5400000214576721
8100,0.8919308185577393,0.5400000214576721
8200,0.8933717608451843,0.550000011920929
8300,0.8919308185577393,0.5600000023841858
8400,0.8948127031326294,0.5400000214576721
8500,0.8962535858154297,0.550000011920929
8600,0.8962535858154297,0.5400000214576721
8700,0.8976945281028748,0.5600000023841858
8800,0.8991354703903198,0.5600000023841858
8900,0.9020172953605652,0.5600000023841858
9000,0.9034582376480103,0.5600000023841858
9100,0.9034582376480103,0.5699999928474426
9200,0.9048991203308105,0.5799999833106995
9300,0.9048991203308105,0.5799999833106995
9400,0.9063400626182556,0.5799999833106995
9500,0.9063400626182556,0.5699999928474426
9600,0.9077810049057007,0.5699999928474426
9700,0.9063400626182556,0.5699999928474426
9800,0.910662829875946,0.5699999928474426
9900,0.9121037721633911,0.5799999833106995
10000,0.9149855971336365,0.5699999928474426
10100,0.9164265394210815,0.5699999928474426
10200,0.9193083643913269,0.5699999928474426
10300,0.9193083643913269,0.5799999833106995
10400,0.9221901893615723,0.5799999833106995
10500,0.920749306678772,0.5799999833106995
10600,0.920749306678772,0.5799999833106995
10700,0.9236311316490173,0.5799999833106995
10800,0.9250720739364624,0.5799999833106995
10900,0.9265129566192627,0.5899999737739563
11000,0.9265129566192627,0.5899999737739563
11100,0.9265129566192627,0.5899999737739563
11200,0.9279538989067078,0.5899999737739563
11300,0.9293948411941528,0.5899999737739563
11400,0.9351584911346436,0.5899999737739563
11500,0.939481258392334,0.5899999737739563
11600,0.939481258392334,0.5899999737739563
11700,0.9423630833625793,0.5899999737739563
11800,0.9481267929077148,0.5899999737739563
11900,0.9481267929077148,0.5899999737739563
12000,0.9495677351951599,0.5899999737739563
12100,0.9524495601654053,0.5799999833106995
12200,0.9538905024528503,0.6000000238418579
12300,0.9553313851356506,0.5799999833106995
12400,0.9582132697105408,0.5799999833106995
12500,0.9582132697105408,0.6000000238418579
12600,0.9582132697105408,0.5899999737739563
12700,0.9596541523933411,0.5899999737739563
12800,0.9582132697105408,0.5899999737739563
12900,0.9610950946807861,0.5899999737739563
13000,0.9610950946807861,0.5899999737739563
13100,0.9610950946807861,0.5899999737739563
13200,0.9639769196510315,0.6000000238418579
13300,0.9639769196510315,0.6000000238418579
13400,0.9654178619384766,0.5899999737739563
13500,0.9654178619384766,0.6000000238418579
13600,0.969740629196167,0.5899999737739563
13700,0.9682996869087219,0.5899999737739563
13800,0.9711815714836121,0.6100000143051147
13900,0.9726224541664124,0.6200000047683716
14000,0.9726224541664124,0.6000000238418579
14100,0.9740633964538574,0.6000000238418579
14200,0.9726224541664124,0.6200000047683716
14300,0.9740633964538574,0.6200000047683716
14400,0.9740633964538574,0.6200000047683716
14500,0.9755043387413025,0.6200000047683716
14600,0.9783861637115479,0.6200000047683716
14700,0.9783861637115479,0.6200000047683716
14800,0.9783861637115479,0.6100000143051147
14900,0.9798271059989929,0.6200000047683716
15000,0.9769452214241028,0.6200000047683716
15100,0.9827089309692383,0.6200000047683716
15200,0.9841498732566833,0.6200000047683716
15300,0.9798271059989929,0.6200000047683716
15400,0.9827089309692383,0.6200000047683716
15500,0.9827089309692383,0.6200000047683716
15600,0.9870316982269287,0.6200000047683716
15700,0.9841498732566833,0.6200000047683716
15800,0.9855907559394836,0.6200000047683716
15900,0.9870316982269287,0.6200000047683716
16000,0.9870316982269287,0.6200000047683716
16100,0.9870316982269287,0.6200000047683716
16200,0.9884726405143738,0.6200000047683716
16300,0.9870316982269287,0.6200000047683716
16400,0.9870316982269287,0.6200000047683716
16500,0.9884726405143738,0.6200000047683716
16600,0.9899135231971741,0.6200000047683716
16700,0.9913544654846191,0.6200000047683716
16800,0.9913544654846191,0.6200000047683716
16900,0.9927954077720642,0.6200000047683716
17000,0.9927954077720642,0.6200000047683716
17100,0.9927954077720642,0.6200000047683716
17200,0.9913544654846191,0.6200000047683716
17300,0.9927954077720642,0.6200000047683716
17400,0.9956772327423096,0.6200000047683716
17500,0.9956772327423096,0.6200000047683716
17600,0.9942362904548645,0.6200000047683716
17700,0.9942362904548645,0.6200000047683716
17800,0.9942362904548645,0.6200000047683716
17900,0.9971181750297546,0.6200000047683716
18000,0.9956772327423096,0.6200000047683716
18100,0.9985590577125549,0.6200000047683716
18200,0.9985590577125549,0.6200000047683716
18300,0.9985590577125549,0.6200000047683716
18400,0.9985590577125549,0.6200000047683716
18500,0.9985590577125549,0.6200000047683716
18600,0.9985590577125549,0.6200000047683716
18700,0.9985590577125549,0.6200000047683716
18800,0.9985590577125549,0.6200000047683716
18900,0.9985590577125549,0.6100000143051147
19000,0.9985590577125549,0.6100000143051147
19100,0.9985590577125549,0.6200000047683716
19200,0.9985590577125549,0.6100000143051147
19300,0.9985590577125549,0.6100000143051147
19400,1.0,0.6200000047683716
19500,1.0,0.6200000047683716
19600,1.0,0.6200000047683716
19700,0.9985590577125549,0.6100000143051147
19800,1.0,0.6100000143051147
19900,1.0,0.6100000143051147
20000,1.0,0.6000000238418579
